@relation chat

@attribute class_area {socio-emocional,tarea}
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
tarea,'bueno , ¿ a qué hora poder ? ',0,0,1,1,1,0,0,1,1,3,0,0
tarea,'estar bastante a el pedo , cuando gustar . ',0,1,1,1,2,0,1,0,1,2,0,0
socio-emocional,'yo también ',0,1,0,0,0,1,0,0,0,0,0,0
tarea,'dejar alguno comentario en el dock ? ',0,1,1,2,1,0,0,0,1,1,0,0
socio-emocional,'da le , mañana a el 7 . ',0,1,1,0,1,1,0,0,1,2,1,0
tarea,'por tirar uno hora ',0,0,1,1,1,0,0,0,1,0,0,0
tarea,'si querer dejar , por si entrar fobias ... ',0,0,0,1,3,0,2,0,1,2,0,0
socio-emocional,'a le , me poner alarma porque hoy casi se me pasar el hora ',0,2,1,2,3,4,1,0,0,1,0,0
socio-emocional,'yo también jajajá ',0,0,0,0,1,1,0,1,0,0,0,0
tarea,'tiro uno , \" mañana a el 7 nos conectar para ya enviar lo , si se querer agregar o modificar algo , poner comentario y mañana lo discutir \" ',0,3,2,2,7,5,3,0,2,5,1,0
socio-emocional,'a le , bárbaro ',0,0,0,1,1,1,0,0,0,1,0,0
tarea,'y de paso tener uno tiempo más para pensar si nos conformar el ejemplo de el 3 o si le agregar algo ',0,1,3,3,4,3,4,0,3,0,1,0
socio-emocional,'da le da le . ',0,0,0,0,2,2,0,0,0,1,0,0
socio-emocional,'bueno , entonces nos encontrar mañana agamí . ',0,2,0,1,1,1,0,1,0,2,0,0
socio-emocional,'hasta mañana chico ',0,1,0,1,0,0,0,0,1,0,0,0
socio-emocional,'hasta mañana ! ',0,0,0,1,0,0,0,0,1,1,0,0
tarea,'poder poner como uno justificación antecede el ejemplo que el hecho de que avalo permitir trabajar con predicado metalógicas ser el que permitir incorporar el inteligencia artificial ',2,0,5,6,7,3,1,0,3,0,0,0
socio-emocional,'sí , me parecer bueno idea ! ',1,1,0,1,1,1,0,0,0,2,0,0
tarea,'que ser predicar \" metalógicas \" ',1,0,0,0,2,0,1,0,0,2,0,0
tarea,'este predicado ser asiera y retracté . ',0,0,1,3,1,0,1,0,0,1,0,0
tarea,'a continuación se presentar uno ejemplo de utilización de este predicado para lograr aprendizaje automatice ',0,0,2,6,2,1,0,0,4,0,0,0
socio-emocional,'no sabio que se llamar así , bien me gustar ! ',1,2,0,1,2,3,0,0,0,2,0,0
socio-emocional,'todo el dial se aprender algo nuevo . ',1,0,2,1,1,2,0,0,0,1,0,0
tarea,'el de predicado \" metalógicas \" el encontró en el teoriza col , se me dar por buscar ',2,0,3,3,2,2,0,0,3,3,0,0
socio-emocional,'hasta mañana ',0,1,0,0,0,0,0,0,1,0,0,0
tarea,'se conectar recién el de prov . exploratorio , se perder todo el acción ! ',1,1,3,2,2,2,0,0,1,3,0,0
socio-emocional,'jajajá ',0,0,0,0,0,0,0,1,0,0,0,0
socio-emocional,'si ',0,0,0,0,0,0,1,0,0,0,0,0
socio-emocional,'buen_is_i_m_o el que poner cuan ! ',0,1,1,1,1,1,0,0,0,1,0,0
tarea,'estar para agregar lo , de último lo agregar mañana ',1,1,0,0,3,2,0,0,2,1,0,0
tarea,'creer que se ir ',0,0,0,0,2,1,1,0,0,0,0,0
tarea,'bueno , lo esperar mañana para poner lo ? o lo poner entre { } ',0,1,0,0,3,3,1,1,2,4,0,0
tarea,'lo esperar , por ah se poner a hacer uno idea , andar con el cuaderno por el que decir . ',0,0,3,3,5,3,0,0,4,3,0,0
tarea,'\" lo esperar \" mañana ',0,1,0,0,1,1,0,0,0,2,0,0
tarea,'por hoy ya este o no ? .smiley. ',0,3,1,0,0,0,1,0,1,2,0,0
socio-emocional,'a le , me parecer bien , nos encontrar mañana a el 7 por acá ! ',0,3,1,0,3,3,0,0,2,3,1,0
socio-emocional,'da le , da le . ',0,0,0,0,2,2,0,0,0,2,0,0
socio-emocional,'bueno hasta mañana ! ',0,0,0,1,0,0,0,1,1,1,0,0
socio-emocional,'hasta mañana ! ! ',0,0,0,1,0,0,0,0,1,2,0,0
socio-emocional,'hola ',0,0,0,0,0,0,0,1,0,0,0,0
socio-emocional,'hola , como ir ? ',0,0,0,0,1,0,1,1,0,2,0,0
socio-emocional,'quenas ! ',0,0,0,1,0,0,0,0,0,1,0,0
socio-emocional,'que puntualidad . ',0,0,0,1,0,0,1,0,0,1,0,0
socio-emocional,'ajajá , alarma de_por_medio ',0,1,0,1,0,0,0,1,0,1,0,0
socio-emocional,'jajajá , yo estar leer lo de el juego ',0,0,1,1,2,2,0,1,1,1,0,0
tarea,'ser como el que hacer con el carta ',0,0,2,1,2,1,1,0,1,0,0,0
tarea,'yo tirar en el chata nuevo que me agregar , para organizar nos , y ah ir comentar , ir a estar difícil , 8 persona acordar uno horario ',2,1,2,3,8,4,1,0,3,4,1,0
tarea,'ah , yo ayer querer leer lo y no poder . . ',0,2,0,0,3,2,1,1,0,3,0,0
tarea,'si , yo por_ejemplo en el horario que me habían asignar no podio porque tener el prefijal de sistemas ',0,2,2,3,4,3,2,0,2,1,0,0
tarea,'claro pero ahora no ser mas ese horario , haber que organizar se y completar uno tablita que ellos poner ',0,3,2,2,5,3,4,0,0,1,0,0
socio-emocional,'claro , lo ver ',0,0,0,0,1,1,0,1,0,1,0,0
tarea,'bueno , le parecer agregar el que escribid ayer acá ? ',1,1,1,1,2,2,0,1,0,2,0,0
socio-emocional,'si , me parecer bueno idea , estar bueno ',2,0,0,1,2,1,1,0,0,2,0,0
socio-emocional,'siso , en el otro chata estar hablar con tobas para que venir para acá ',0,0,2,4,3,0,1,0,4,1,0,0
socio-emocional,'eeeeee ! ! ! joder joder ! ',0,0,0,1,2,0,0,0,0,4,0,0
socio-emocional,'jajajá el encontró ',0,0,1,1,0,0,0,1,0,0,0,0
socio-emocional,'bien ah ',1,1,0,0,0,0,0,0,0,0,0,0
socio-emocional,'ea por fin . ',0,0,0,1,0,0,0,1,1,1,0,0
tarea,'bueno ahora tened que leer todo el historial . . ',0,1,2,2,1,0,1,1,0,2,0,0
tarea,'fa , basic_amen_te , ya cacique este listo el t , cuan ir a agregar algo a el 3 . ',1,2,3,3,2,1,1,0,2,4,1,0
tarea,'y decimos de ya hoy mandar lo . ',0,2,0,0,2,1,1,0,1,1,0,0
tarea,'ah ? ',0,1,0,0,0,0,0,0,0,1,0,0
socio-emocional,'perfecto ! re bien ! ',1,1,0,1,0,0,0,0,0,2,0,0
socio-emocional,'si ',0,0,0,0,0,0,1,0,0,0,0,0
tarea,'capaz podríamos buscar otro palabra para poner . . porque quedar permitir trabajar con predicar metalógicas ser el que permitir ',1,0,2,2,9,1,1,0,2,2,0,0
socio-emocional,'uno pavada igual , pero capaz que a alguien se le ocurrir uno sinónimo y quedar más lindo ',3,1,2,2,2,3,3,0,1,1,0,0
socio-emocional,'bueno yuan_cruz ! ',1,0,0,1,0,0,0,0,0,1,0,0
socio-emocional,'jajajá ',0,0,0,0,0,0,0,1,0,0,0,0
tarea,'bueno ahora si ',0,1,0,0,0,0,1,1,0,0,0,0
tarea,'descargo ? ',0,0,0,1,0,0,0,0,0,1,0,0
tarea,'estar todo de acuerdo ? alguno cosa más para sugerir ? ',0,1,1,2,2,1,0,0,2,2,0,0
tarea,'el \" ser el que permitir . . \" como que , sacara \" ser el que \" , directa_mente permitir . ',1,1,3,0,4,2,2,0,0,9,0,0
socio-emocional,'si , o ser el que permitir o nao ',0,0,1,0,3,1,3,0,0,1,0,0
tarea,'o nada ... quedar medio raro ',1,0,0,1,1,1,1,0,0,1,0,0
socio-emocional,'chico disculpar . . pensel q nos conectábamos a el 7 y upó esta desde el [??:??/??/??:5.??:??] acá . . mimo . . se suponer que el que el que estar escribir ser para alguien que saber de el tema no ? ',1,1,5,4,8,7,2,1,4,7,1,1
tarea,'no , de el 7 estar , a el 5 estacamos ayer . ',0,2,2,0,2,0,0,0,2,3,2,0
tarea,'claro , ayer quedar para el 5 , por ese ',0,2,1,0,1,1,0,0,2,2,1,0
tarea,'le borrar el \" se \" de el \" se permitir \" ',0,0,2,0,2,3,0,0,1,4,0,0
socio-emocional,'lo ver , este bien o . o ',0,0,1,1,1,1,2,0,0,2,0,0
tarea,'bueno , ¿ qué le parecer ? ya estarza , ¿ no ? ',1,2,0,0,1,2,0,1,0,6,0,0
tarea,'el descargo , ya ser ',0,1,1,1,1,0,0,0,0,1,0,0
socio-emocional,'bueno , por mi si ',0,0,1,0,0,0,1,1,1,1,0,0
tarea,'me parecer que ya quedar bien ',0,2,0,0,2,1,1,0,0,0,0,0
tarea,'para , como para alguien que saber de el tema tobas ? ',1,0,1,1,2,2,0,0,3,2,0,0
socio-emocional,'perdoné que colgué ',0,0,0,1,1,1,0,0,0,0,0,0
tarea,'claro . . pi poned . . si yo leer predicado metalógicas . . así descolgar y no se uno pomo de el tema por ah se este introducir uno tema sin aclarar a que se referir ',1,1,3,6,6,6,3,1,4,6,0,0
tarea,'pera , entonces no este seguro que lo mandar todavía ? ',0,2,1,3,1,2,0,0,0,2,0,0
tarea,'ahora . . si se suponer que el destinatario de el proyecto tener cierto conocimiento todo bien ',0,2,3,3,2,2,2,0,1,2,0,0
tarea,'igual se suponer que ser para el de exploratorio ',1,1,1,0,2,1,1,0,2,0,0,0
tarea,'a listo joya entonces , solo tenia ese duda ',2,1,1,4,0,0,0,0,0,1,0,0
tarea,'pero decir cual ser el predicado metalógicas ... ',1,0,1,1,2,1,1,0,0,1,0,0
tarea,'decir que ser el asiera y el retracté ',0,0,2,2,2,0,2,0,0,0,0,0
tarea,'fa si , onset , a ver ser uno manera formal , de como se clasificar ese tipo de predicado , si no tened idea que ser prologá , tampoco saber que ser uno predicado . ',2,2,3,7,6,2,5,0,3,6,0,0
socio-emocional,'de ultimar lo leer alguien con internet , que tener el facilidad de golear el palabra que no conocer y listar ',0,1,2,3,6,4,1,0,3,1,0,0
socio-emocional,'jajajá ',0,0,0,0,0,0,0,1,0,0,0,0
tarea,'pero a mi me parecer que quedar claro con ese ... el frase decir \" asiera y retracté \" alguien que no saber nada no poder entender el pregunta de si se poder usar prologá ... ',0,3,3,5,8,6,4,0,3,4,0,0
socio-emocional,'mi madre me bloqueo g_o_o_g_le uno din que se enterar que me escapar de el clase de ingle en el secundario . . ',1,0,4,5,3,4,1,0,3,2,0,0
socio-emocional,'el tenia re cortijo ',2,0,1,1,0,0,0,0,0,0,0,0
tarea,'joya entonces ! manda le ; ) ',0,1,0,1,1,1,0,0,0,3,0,0
socio-emocional,'empezó a descolgar te tobas ! ! jajay ',0,0,0,2,1,1,0,1,1,2,0,0
socio-emocional,'amiga te con han_g_out_s que nos esta chismeando ',0,0,0,1,3,3,0,0,1,0,0,0
tarea,'bueno , lo mandar entonces ',0,1,0,0,1,1,0,1,0,1,0,0
socio-emocional,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
tarea,'cuan el manda vos o lo mandar yo ? ',0,0,1,2,1,3,1,0,0,1,0,0
socio-emocional,'yoyo ',0,0,0,1,0,0,0,0,0,0,0,0
socio-emocional,'ok , bárbaro ',0,0,0,2,0,0,0,0,0,1,0,0
tarea,'el mensaje ser enviar ',0,0,1,1,2,0,0,0,0,0,0,0
socio-emocional,'bueno chico , buen_is_i_m_o ',1,1,0,1,0,0,0,0,0,1,0,0
tarea,'cualquiera cosa respectos este trabajo nos poder comunicar por mal , no ? ',0,1,2,3,2,1,0,0,2,2,0,0
socio-emocional,'uno gusto haber trabajar con usted ',0,0,1,1,2,1,0,0,1,0,0,0
tarea,'en el puf , el amarillo y ese de el comentario no este no ? ',1,2,4,2,0,1,1,0,2,2,0,0
tarea,'no , nada ',0,1,0,0,0,1,0,0,0,1,0,0
socio-emocional,'bueno ! ',1,0,0,0,0,0,0,0,0,1,0,0
socio-emocional,'felicitación ! ',0,0,0,1,0,0,0,0,0,1,0,0
socio-emocional,'bien , felicitación ',0,1,0,1,0,0,0,0,0,1,0,0
socio-emocional,'bueno chico , me despido , nos estar ver , nos encontrar en aguá otro t ',1,0,1,4,3,3,0,0,1,3,0,0
socio-emocional,'gracia ',0,0,0,1,0,0,0,0,0,0,0,0
socio-emocional,'da le . ',0,0,0,0,1,1,0,0,0,1,0,0
socio-emocional,'nos ver chico ',0,0,0,1,1,1,0,0,0,0,0,0
socio-emocional,'jajay da le ! suerte col , nos estar ver chico ',0,0,0,3,3,2,0,1,0,2,0,0
tarea,'si te responder o algo de el mal con el t jan , tira lo por acá ',1,0,2,3,2,3,2,0,3,1,0,0
socio-emocional,'bueno chico , uno gusto ! ',1,0,1,2,0,0,0,0,0,2,0,0
socio-emocional,'suerte ! ',0,0,0,1,0,0,0,0,0,1,0,0
socio-emocional,'siso , no te preocupar ',0,1,0,1,1,1,0,0,0,1,0,0
socio-emocional,'yo le aviso ',0,0,0,1,0,2,0,0,0,0,0,0
socio-emocional,'a le , saludo ! ',0,0,0,1,1,1,0,0,0,2,0,0
tarea,'hasta ahora no decir nada ',0,2,0,0,1,1,0,0,1,0,0,0
tarea,'hola . estar investigar y completar uno poco el ejemplo y el punto 3 . no se si estar bien justificar . ir a estar conectar por cualquiera cosa . ',0,2,4,3,8,2,3,1,2,4,1,0
socio-emocional,'para mi este bien , a ver si el chico que faltar poder agregar algo más de ser necesario ',1,1,3,2,5,2,1,0,3,1,0,0
tarea,'hola . ir enviar el tp1 si querer . ',0,0,1,0,3,0,1,1,0,2,1,0
tarea,'no se querer agregar algo mas ? ',0,1,0,0,2,2,1,0,0,1,0,0
socio-emocional,'a le , ir a decir el mismo ',1,0,1,0,3,1,0,0,1,1,0,0
socio-emocional,'ir agregar el nombre en el documento ',0,0,2,2,2,0,0,0,1,0,0,0
tarea,'esperar uno poco y lo enviar mas a el tarde ',0,0,2,1,2,2,2,0,1,0,0,0
tarea,'yo dejar uno comentario ayer y nadie contestar así que dudar que querer agregar algo más . pero si esperar por el duda . si no aparecer para el 4 ya ser ',0,4,3,3,8,4,5,0,2,2,1,0
tarea,'che manda lo ',0,0,0,0,1,1,0,1,0,0,0,0
tarea,'o querer que lo mandar yo ? ',0,0,0,0,2,2,2,0,0,1,0,0
tarea,'anda lo si podar . ahora yo no poder ',0,2,0,0,3,2,1,0,0,1,0,0
socio-emocional,'a le no te hacer drama ',0,1,0,1,2,2,0,0,0,0,0,0
socio-emocional,'buenas ! alguien conectar ? ',0,0,0,1,1,1,0,0,0,2,0,0
socio-emocional,'hola chico mi nombre ser adrian_quevedo ',0,0,1,3,1,0,0,1,0,0,0,0
tarea,'estar de_acuerdo_con maltasas en que el idea ser trabajar directa_mente sobre g_o_o_g_le dock utilizar todo el que este a nuestro disposición en g_o_o_g_le dock ',0,1,5,7,4,1,1,0,5,0,0,0
tarea,'yo ya buscar información en sobre clearing machina ahora subir el material y hacer uno introducid ',1,2,2,4,3,1,1,0,2,0,0,0
tarea,'si ver algo incorrecto modificar y agregar el que querer ',1,0,1,0,4,2,2,0,0,0,0,0
socio-emocional,'bueno da le ! ',0,0,0,0,1,1,0,1,0,1,0,0
tarea,'de a poco ir aparecer , faltar 2 . ',0,0,0,0,3,1,0,0,2,2,1,0
tarea,'si , yo lo ver ayer y empecer a buscar algo de información sobre el punto [??:??/??/??:1.??:??] encontró aunque no mucho . esperar aparezcan todo ',0,3,2,3,5,3,3,0,3,2,0,1
tarea,'acá le enviar el información que utilizar ',0,1,1,1,2,2,0,0,0,0,0,0
tarea,'http://www.dc.uba.ar/materias/aa/2011/cuat2 ',0,0,0,0,0,0,0,0,0,0,1,0
tarea,'ser de el departamento de computación de el dB así que creer deber estar bien ',0,1,2,4,4,1,0,0,3,0,0,0
tarea,'.url. ~ fgonza/courses/2007-I/ml / ',0,0,0,0,0,0,0,0,0,3,1,0
tarea,'el filmina introducción f y mu ',0,0,1,4,0,0,1,0,0,0,0,0
socio-emocional,'que_ni_si_m_o yo estar leer exacta_mente ese ',0,1,0,1,2,2,0,0,0,0,0,0
tarea,'.url. ~ bejar/ia/transpas/teoria/6-AP-aprendizaje.pdf ',0,0,0,0,0,0,0,0,0,2,1,0
tarea,'hacer en el pie de el dock uno linos de referencia ',0,0,3,4,1,0,0,0,3,0,0,0
socio-emocional,'da le siso yo me basar en todo lino para hacer ese definición si alguno utilizar alguno mas agrego ',1,0,2,3,4,5,2,0,2,0,0,0
tarea,'y presupuesto también usar w_i_k_i_pedia ',1,1,0,0,2,0,1,0,0,0,0,0
tarea,'http://es.wikipedia.org/wiki/Aprendizaje_autom\%C3\%A1tico ',0,0,0,0,0,0,0,0,0,0,1,0
tarea,'durante el último teoría se mencionar el tema aprendizaje_de_máquinas ( machina clearing ) como parte de el área de inteligencia_artificial . ',2,0,3,7,1,1,1,0,3,3,0,0
tarea,'buscar información sobre machina clearing y redactar con su palabra uno definición de machina clearing . ',2,0,2,5,2,0,1,0,3,1,0,0
tarea,'a el final de el dock haber varios linos de referencia para leer , también se poder agregar ! como para que cap uno leer y sacar en_limpio que entender por \" machine_learning \" ',0,1,3,5,9,2,4,0,6,4,0,0
tarea,'chico nos habilitar el chata de grupo en han_g_out_s por si lo querer usar ! ! que le resultar mas comido ? ',0,0,1,5,4,3,3,0,3,3,0,0
tarea,'estar todo en el grupo de el chata ',0,0,2,2,1,1,0,0,2,0,0,0
socio-emocional,'ahora ir a avisar por g_o_o_g_le dock que poder usar este chata ',0,1,1,3,4,1,0,0,2,0,0,0
tarea,'a mi ya me llegar el el invitación creer que le ser enviar a todo ',0,1,4,1,4,2,1,0,2,0,0,0
tarea,'ah agregar alguno técnicas de aprendizaje , en el definición . ',0,1,2,3,1,0,0,0,2,2,0,0
tarea,'chico estar buscar algo de inflo sobre y encontró algo interesante sobre ny en medicina ',1,1,0,5,2,1,1,0,4,0,0,0
tarea,'estarza bueno si me decir que le pareció el parte de el robótica ',2,0,2,3,1,2,2,0,1,0,0,0
socio-emocional,'el problema ser que ser bastante horrible para redactar . ',1,1,1,1,3,0,1,0,1,1,0,0
tarea,'si alguien lo querer modificar para que se entender mejor , no tener problema . ',0,2,0,1,4,3,2,0,1,2,0,0
tarea,'si yo no tener problema osen yo escribir el que ir encontrar pero el objetivo ser ese ',1,1,3,2,5,3,2,0,0,0,0,0
tarea,'que ir modificar el de el otro ',0,0,2,0,2,1,1,0,1,0,0,0
tarea,'¿ cual ser el parte que no te cerrar de el redacción así ver si lo poder mejorar ? ',0,1,2,3,5,4,1,0,1,2,0,0
tarea,'el parte en el que \" para que ese experiencia pasar , dato sin sentido , se convertir en conocimiento \" ',0,0,3,5,2,2,1,0,4,4,0,0
socio-emocional,'ok ahora modificar ese parte ',1,1,1,1,1,0,0,0,0,0,0,0
tarea,'http://www.giaa.inf.uc3m.es/investigacion/publicaciones/congresos/nacionales/Berlanga-caepia-1999.pdf este el el lino de donde sacar el inflo sobre ny en robótica ',0,0,4,4,1,1,0,0,3,0,1,0
tarea,'http://www.medigraphic.com/pdfs/revalemex/ram-2014/ram142j.pdf este lino tratar sobre ny en medicina si alguien lo poder leer creer que estarza interesan para el parte de el aplicación ',2,0,3,5,5,1,2,0,4,0,1,0
socio-emocional,'da le , genial ahora le pegar uno leila ',1,1,1,1,2,2,0,0,0,1,0,0
socio-emocional,'joya ',0,0,0,1,0,0,0,0,0,0,0,0
socio-emocional,'este ? ',0,0,1,0,0,0,0,0,0,1,0,0
tarea,'si estar ',0,0,0,0,1,0,1,0,0,0,0,0
tarea,'se ver lo que agregar ? ',0,0,0,0,2,3,0,0,0,1,0,0
tarea,'o le tener que dar compartir ? ',0,0,0,0,3,1,2,0,0,1,0,0
tarea,'no tener mucho idea de el g_o_o_g_le dock ',0,1,2,3,1,0,0,0,1,0,0,0
tarea,'donde agregar algo así me fijo ',1,1,0,1,1,2,0,0,0,0,0,0
tarea,'yo tampoco , estar todo igual ',1,1,1,0,1,1,0,0,0,1,0,0
socio-emocional,'yo escribir directa_mente sobre el documento ',0,1,1,1,1,1,0,0,1,0,0,0
tarea,'en el 1 parrafeo agregar este : ',1,0,1,1,1,1,0,0,1,1,0,0
tarea,'para que ese experiencia pasar y dato se convertir en conocimiento necesitar ser procesar y analizar a_través_de método estadístico complejo . alguno de ese técnica ser : razonamiento basar en caso , red neuronal artificial , clasificador bayesiano , regresión logístico multivariante , entre otro . ',6,0,2,11,8,3,3,0,6,7,0,0
tarea,'el ve ? ',0,0,1,1,0,0,0,0,0,1,0,0
socio-emocional,'siso se ver ',0,0,0,1,1,1,0,0,0,0,0,0
socio-emocional,'buen_is_i_m_o ',0,1,0,0,0,0,0,0,0,0,0,0
tarea,'cuando modificar el t se ver en_tiempo_real ',0,1,1,1,2,1,1,0,0,0,0,0
tarea,'siso , yo ver cuando vos escribir ',0,0,0,2,1,2,1,0,0,1,0,0
tarea,'pero no tenia idea si pasar el mismo conmigo ',0,1,1,2,1,2,2,0,0,0,0,0
socio-emocional,'si a el principio tenia el mismo duda ',1,0,2,3,0,0,1,0,1,0,0,0
tarea,'estar buscar algo como para responder el pregunta 3 pero no encontrar nada ',0,2,1,1,4,1,2,0,1,0,1,0
tarea,'mirar , yo creer que ese pregunta ser mas de opinión y no tanto investigación ',0,1,2,3,3,1,3,0,1,1,0,0
tarea,'y el que yo creer . . ser que ',0,0,1,0,2,2,2,0,0,2,0,0
tarea,'claro osen en mi opinión ser que si se poder ',0,1,1,1,3,1,2,0,1,0,0,0
tarea,'pero no se muy bien como fundamentar la ',0,3,0,0,1,2,2,0,0,0,0,0
tarea,'para dominio pequeño , prologá andar perfecto . . ',2,0,0,2,1,0,0,0,1,3,0,0
tarea,'el tema ser cuando haber grande cantidad de dato ',1,0,1,3,2,0,1,0,1,0,0,0
tarea,'claro el problema ser cuando el dominio crecer ',0,1,2,2,2,0,1,0,0,0,0,0
tarea,'y ah ser cuando prologá nos si tomaría uno dedición correcto , en uno tiempo relativa_mente bueno ',3,2,2,4,1,0,3,0,1,1,0,0
tarea,'mas que nada por como ser el motor de prologá basar en ba_c_k_tracking ',0,0,1,3,2,1,3,0,3,0,0,0
tarea,'para mi ser uno \" depender \" ',0,0,2,0,2,0,0,0,1,2,0,0
socio-emocional,'claro siso pensar igual , no habiz tenido_en_cuenta el de el motor de prologá ',1,3,2,3,2,0,0,0,2,1,0,0
tarea,'ese serio uno bueno respuesta depender de el caso podrir ser lo para volúmenes pequeño de dato ',3,0,3,5,2,1,0,0,3,0,0,0
socio-emocional,'claro , en uno base con 10 hecho prologá andar joya ',1,1,1,3,1,0,0,0,2,1,1,0
socio-emocional,'pero el realidad no ser ese . . ',0,1,2,1,1,0,1,0,0,2,0,0
tarea,'si claro , bueno ir a tratar de dar uno respuesta con el que tener por ahora y lo dejar como sugerencia y a_medida_que lo ver todo decidir que le faltar y de mas ',0,1,2,2,8,5,8,2,5,1,0,0
socio-emocional,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
tarea,'chico no encontrar en el dock donde explicar si rolo se poder utilizar para aprendizaje de maquinar ... lo escribir a el final ? ',0,1,2,5,6,3,1,0,4,2,0,0
tarea,'si querer poder hacer uno llamar hoy mas a el noche ... coordinar mas o menos si todo poder ? como para pegar le ! uno finiquitar ',0,2,3,1,8,2,6,0,2,3,0,0
tarea,'suponer que si nos dejar usar el han_g_out poder usar lo para conferencia también y no sotavente como chata ',0,2,1,3,6,2,4,0,1,0,0,0
tarea,'no , no el escribid nada porque tener mucho duda sobre si se poder o no utilizar prologá para programar aprendizaje automatice ',0,4,2,5,4,1,3,0,2,1,0,0
tarea,'poder se poder seguro ',0,1,0,1,1,1,0,0,0,0,0,0
tarea,'claro pero el tema ser fundamentar lo y no se como ',0,2,1,1,2,2,3,0,0,0,0,0
tarea,'encontró algo leer anoche , de uno que habiz hecho aprendizaje automatice en prologá ahora pasar el lino así si estar todo de acuerdo poner ese ',1,2,1,7,5,5,1,0,3,1,0,0
tarea,'yo encontró ejemplo en ingle de programa ny hecho en prologá ',0,0,0,6,1,1,0,0,3,0,0,0
tarea,'.url. ~ marro / c_c_su_c_o_u_r_se_s / ml_pro_gr_a_ms / ',0,0,0,3,0,0,0,0,0,5,0,0
tarea,'parecer que se usar ',0,0,0,0,2,1,1,0,0,0,0,0
tarea,'pero hacer año . . ',0,0,0,1,1,0,1,0,0,2,0,0
socio-emocional,'haber que decir ',0,0,0,1,1,1,0,0,0,0,0,0
tarea,'yo encontró este ',0,0,0,0,1,2,0,0,0,0,0,0
tarea,'http://programacionlogica.blogspot.com.ar/2005/11/algoritmo-de-aprendizaje-id3.html ',0,0,0,0,0,0,0,0,0,0,1,0
tarea,'ser uno algoritmo de ny en prologá , el articular ser de el 2005 pero el algoritmo ser de el 79 creer ',0,0,5,4,5,0,1,0,4,1,2,0
socio-emocional,'a ver ',0,0,0,0,1,0,0,0,1,0,0,0
socio-emocional,'chico ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'quien este online ? ',0,1,1,0,0,1,0,0,0,1,0,0
tarea,'que lo tener atar con el ingle ? ',0,0,1,1,2,1,1,0,1,1,0,0
socio-emocional,'hi te ver falta ',0,0,0,2,1,1,0,0,0,0,0,0
socio-emocional,'ea ! ',0,0,0,0,0,0,0,1,0,1,0,0
tarea,'chico dar como resolver el tema de el pregunta uno y nos enfocar en el 2 y 3 ? ',0,0,3,3,3,2,3,0,2,1,2,0
tarea,'esta de_acuerdo_con el definición a el que llegar ',0,0,2,1,2,1,0,0,2,0,0,0
tarea,'me parecer que se nos hacer uno toque extenso , pero me gustar . este bastante con nuestro conclusión ',1,1,3,2,3,4,2,0,1,2,0,0
socio-emocional,'no ser que ser copa & pastar ',1,1,0,0,3,0,1,0,0,1,0,0
tarea,'claro aparte lo ir formar entre todo , si capa nos ir uno poco a el que erar su técnicas y ese . pero en si ser como uno definición y amplio uno poco mas ',1,2,5,3,5,7,7,0,3,2,0,0
tarea,'vejemos la por ahora así , una_vez_que tener todo mas o menos armar ver si poder juntar nos todo a el mismo hora acá en han_g_out y pegar le uno cierre para entregar ',2,2,3,4,8,4,5,0,4,1,0,0
socio-emocional,'da le joya ',0,0,0,1,1,1,0,0,0,0,0,0
socio-emocional,'a le , quedar así . ',0,0,0,1,2,1,0,0,0,2,0,0
tarea,'husmee el que pegar arribad el maxila de cada uno . ',0,0,3,2,1,2,0,0,2,1,0,0
socio-emocional,'este complicar explicar este ejemplo de mierda . ',0,0,2,2,2,0,0,0,1,1,0,0
socio-emocional,'o por_lo_menos más de el que crea que ir a ser . ',0,3,1,0,2,2,1,0,2,1,0,0
tarea,'ser que uno \" rama \" ser muy general , capaz elegir uno rama mas facial ',3,1,2,2,3,0,2,0,0,3,0,0
tarea,'por_ejemplo mineria_de_datos ',0,1,0,1,0,0,0,0,0,0,0,0
tarea,'ser mas facial ',1,0,0,0,1,0,1,0,0,0,0,0
tarea,'creer ',0,0,0,0,1,0,0,0,0,0,0,0
tarea,'hoy ir a rendir el remuneratorio ( jumar ) ',0,1,1,2,2,0,0,0,1,2,0,0
tarea,'aprovechar y le preguntar a ver si ser 3 rama o tirar 3 aplicación concreto ',1,0,0,2,5,1,3,0,1,0,2,0
socio-emocional,'yo ir a intentar hacer uno mito y mito con el tema juego . ',0,0,2,4,3,1,1,0,2,1,0,0
tarea,'terminar hacer de minería de dato ... ',0,0,0,2,2,0,0,0,2,1,0,0
socio-emocional,'maltasas este ? ',0,0,1,0,1,0,0,0,0,1,0,0
tarea,'estar buscar imagines de alguno aplicación de ny en medicina pero no encontró nada , para el otro categorial si encontró y ya lo colocar en el documento ',0,2,4,6,5,2,3,0,5,1,0,0
