@relation chat

@attribute Conducta {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute message string

@data
8,'Tiro un, \"mañana a las 7 nos conectamos para ya enviarlo, si se quiere agregar o modificar algo, poner comentarios y mañana lo discutimos\"'
3,'Dale, bárbaro'
4,'y de paso tenemos un tiempito más para pensar si nos conforma el ejemplo del 3 o si le agregamos algo'
3,'dale dale .'
3,'bueno, entonces nos encontramos mañana again .'
1,'Hasta mañana chicos'
1,'hasta mañana!'
4,'podemos poner como una justificacion antes del ejemplo que el hecho de que javalog permita trabajar con predicados metalogicos es el que permite incorporar la inteligencia artificial'
3,'Sí, me parece buena idea!'
7,'que son predicados \"metalogicos\"'
6,'estos predicados son assert y retract.'
6,'A continuacion se presenta un ejemplo de utilizacion de estos predicados para lograr aprendizaje automatico'
1,'no sabia que se llamaban asi, bien me gusta!'
2,'todos los dias se aprende algo nuevo.'
6,'lo de predicados \"metalogicos\" lo encontre en la teoria colo, se me dio por buscar'
1,'hasta mañana'
6,'se conectaron recien lo de prog. exploratoria, se perdieron toda la acción!'
2,jajaja
3,si
1,'buenisimo lo que pusiste Juan!'
4,'Está para agregarlo, de última lo agregamos mañana'
5,'Creo que se fue'
9,'Bueno, lo esperamos mañana para ponerlo? o lo ponemos entre { }'
4,'Lo esperamos, por ahi se puso a hacer una idea, andaba con los cuadernos por lo que dijo.'
4,'\"lo esperamos\" mañana'
8,'por hoy ya esta o no ? xD'
3,'Dale, me parece bien, nos encontramos mañana a las 7 por acá!'
3,'dale, dale .'
1,'bueno hasta mañana!'
1,'Hasta mañana!!'
1,Hola
1,'hola, como va?'
1,Buenass!
1,'que puntualidad.'
2,'Jajaja, alarma de por medio'
2,'jjaja, yo estaba leyendo lo del juego'
6,'es como el que hacemos con las cartas'
5,'Yo tire en el chat nuevo que me agregaron, para organizarnos, y ahi vamos comentando, va a estar dificil, 8 personas acordar un horario'
6,'ah, yo ayer quise leerlo y no pude..'
6,'si, yo por ejemplo en el horario que me habian asignado no podia porque tengo el prefinal de Sistemas'
4,'Claro pero ahora no es mas ese horario, hay que organizarse y completar una tablita que ellos pusieron'
3,'claro, lo vi'
8,'bueno, les parece agregar lo que escribi ayer aca?'
3,'Si, me parece buena idea, estaba bueno'
3,'sisi, en el otro chat estoy hablando con tobias para que venga para aca'
12,'EEEEEE!!! joda joda !'
2,'jajaj lo encontre'
1,'bien ahi'
12,'ea por fin.'
4,'bueno ahora tenes que leer todo el historial..'
6,'Na, basicamente, ya casi que esta listo el tp, Juan va a agregar algo al 3.'
4,'y deciamos de ya hoy mandarlo .'
7,ahi?
3,'Perfecto! re bien!'
3,si
4,'capaz podriamos buscar otra palabra para poner.. porque queda permita trabajar con predicados metalógicos es el que permite'
1,'una pavada igual, pero capaz que a alguien se le ocurre un sinónimo y queda más lindo'
1,'buena Juan Cruz!'
2,jajaja
4,'bueno ahora si'
8,descargo?
8,'Estamos todos de acuerdo? alguna cosa más para sugerir?'
5,'el \"es el que permite..\" como que, sacaria \"es el que\", directamente permite.'
3,'si, o es lo que permite o naa'
5,'o nada...queda medio raro'
1,'chicos disculpen .. pense q nos conectabamos a las 7 y uds estan desde las 5 y pico aca.. mmmm.. se supone que el que lo que estamos escribiendo es para alguien que sabe del tema no?'
6,'No, de las 7 estamos, a las 5 estabamos ayer.'
6,'claro, ayer quedamos para las 5, por eso'
6,'le borre el \"se\" del \"se permite\"'
3,'lo vi, esta bien u.u'
8,'bueno, ¿qué les parece? ya estaria, ¿no?'
6,'lo descargo, ya fue'
3,'Bueno, por mi si'
5,'Me parece que ya quedó bien'
7,'Para, comoo para alguien que sabe del tema tobias ?'
1,'perdon que colgue'
6,'claro.. pq ponele..si yo leo predicados metalogicos .. asi descolgado y no se un pomo del tema por ahi se esta introduciendo un tema sin aclarar a que se refiere'
8,'pera, entonces no estas seguro que lo mande todavia?'
5,'ahora.. si se supone que el destinatario del proyecto tiene ciertos conocimientos todo bien'
5,'igual se supone que es para los de exploratoria'
5,'aa listo joya entonces, solo tenia esa duda'
6,'pero dice cuales son los predicados metalogicos...'
6,'dice que son el assert y el retract'
6,'Na si, o sea, a ver es una manera formal, de como se clasifican esos tipos de predicados, si no tenes idea que es prolog, tampoco sabes que es un predicado.'
11,'de ultima lo lee alguien con internet, que tiene la facilidad de googlear las palabras que no conozca y listo'
2,ajajaja
5,'Pero a mi me parece que queda claro con eso... la frase dice \"assert y retract\" alguien que no sabe nada no puede entender la pregunta de si se puede usar prolog...'
11,'mi madre me bloqueo google un dia que se enteró que me escape de la clase de ingles en la secundaria..'
2,'lo tenian re cortito'
5,'joya entonces! mandale ;)'
11,'Empeza a descolgarte tobias!! jaja'
11,'amigate con hangouts que nos estan chusmeando'
4,'Bueno, lo mandamos entonces'
3,dale
9,'Juan lo mandas vos o lo mando yo?'
1,yoyo
3,'Ok, bárbaro'
6,'el mensaje fue enviado'
1,'Bueno chicos, buenisimo'
7,'Cualquier cosa respecto a este trabajo nos podemos comunicar por mail, no?'
1,'un gusto haber trabajado con ustedes'
7,'en el pdf, lo amarillo y eso de los comentarios no esta no ?'
6,'no, nada'
1,buena!
1,felicitaciones!
1,'Bien , felicitaciones'
1,'Bueno chicos, me despido, nos estamos viendo, nos encontraremos en algub otro tp'
1,gracias
1,dale.
1,'Nos vemos chicos'
1,'jaja dale ! suerte colo, nos estamos viendo chicos'
4,'Si te responden o algo del mail con el tp juan, tiralo por aca'
1,'Bueno chicos, un gusto!'
1,Suerte!
3,'sisi, no te preocupes'
1,'yo les aviso'
1,'Dale, saludos!'
6,'hasta ahora no dijeron nada'
6,'Hola. Estuve investigando y complete un poco los ejemplos y el punto 3. No se si estará bien justificado. Voy a estar conectado por cualquier cosa.'
3,'Para mi esta bien, a ver si los chicos que faltan pueden agregar algo más de ser necesario'
8,'Hola. Voy enviando el tp1 si quieren.'
8,'No se quieren agregar algo mas?'
3,'Dale, iba a decir lo mismo'
1,'Voy agregando los nombres en el documento'
4,'Esperamos un poco y lo enviamos mas a la tarde'
4,'Yo deje un comentario ayer y nadie contesto asi que dudo que quieran agregar algo más. Pero si esperemos por las dudas. Si no aparecen para las cuatro ya fue'
4,'Che mandalo'
8,'O querés que lo mande yo?'
4,'Mandalo si podes. Ahora yo no puedo'
1,'Dale no te hagas drama'
1,'Buenas! Alguien conectado?'
1,'Hola chicos mi nombre es Adrian Quevedo'
5,'estoy de acuerdo con Baltasar en que la idea es trabajar directamente sobre google docs utilizando todo lo que este a nuestra dispocicion en google docs'
6,'yo ya busque informacion en sobre learning machine ahora subo el material y hago una introducion'
4,'si ven algo incorrecto modifiquen y agreguen lo que quieran'
3,'Bueno dale!'
6,'De a poco vamos apareciendo, faltan 2.'
6,'si, yo lo vi ayer y empece a buscar algo de informacion sobre el punto 1 y algo encontre aunque no mucho. esperemos aparescan todos'
6,'acá les envió la información que utilice'
6,'http://www.dc.uba.ar/materias/aa/2011/cuat2'
6,'es del departamento de computacion de la UBA asi que creo debe estar bien'
6,'http://dis.unal.edu.co/~fgonza/courses/2007-I/ml/'
6,'las filminas introduccion I y II'
1,'Buenisimo yo estaba leyendo exactamente eso'
6,'http://www.lsi.upc.edu/~bejar/ia/transpas/teoria/6-AP-aprendizaje.pdf'
4,'hagamos en el pie del doc unos links de referencia'
3,'dale sisi yo me base en todos link para hacer esa definicion si alguno utiliza alguno mas agregelo'
4,'y por supuesto tambien use wikipedia'
6,'http://es.wikipedia.org/wiki/Aprendizaje_autom%C3%A1tico'
6,'Durante la última teoría se mencionó el tema Aprendizaje de Máquinas (machine learning) como parte del área de Inteligencia Artificial.'
4,'Buscar información sobre machine learning y redacten con sus palabras una definición de machine learning.'
6,'Al final del doc hay varios links de referencia para leer, tambien se pueden agregar! como para que caa uno lea y saque en limpio que entiende por "Machine Learning"'
6,'Chicos nos habilitaron el chat de grupo en hangouts por si lo queremos usar!! que les resulta mas comodo?'
6,'Estamos todos en el grupo del chat'
1,'Ahora voy a avisar por google docs que podemos usar este chat'
6,'A mi ya me llego el la invitación creo que les fue enviada a todos'
6,'ahi agregue algunas tecnicas de aprendizaje, en la definicion.'
6,'chicos estuve buscando algo de info sobre y encontre algo interesante sobre AA en medicina'
4,'estaria bueno si me dijeran que les parecio la parte de la robotica'
11,'el problema es que son bastante horribles para redactar.'
4,'si alguien lo quiere modificar para que se entienda mejor, no tengo problemas.'
4,'si yo no tengo problema osea yo escribo lo que voy encontrando pero el objetivo es ese'
4,'que vayamos modificando lo del otro'
7,'¿cual es la parte que no te cierra de la redaccion asi veo si la puedo mejorar?'
6,'la parte en la que "Para que esas experiencias pasadas,datos sin sentido, se conviertan en conocimiento"'
1,'ok ahora modifico esa parte'
6,'http://www.giaa.inf.uc3m.es/investigacion/publicaciones/congresos/nacionales/Berlanga-caepia-1999.pdf este el el link de donde saque la info sobre ML en robotica'
6,'http://www.medigraphic.com/pdfs/revalemex/ram-2014/ram142j.pdf este link trata sobre ML en medicina si alguin lo pudiera leer creo que estaria interesane para la parte de las aplicaciones'
1,'dale , genial ahora le pego una leida'
1,'joya'
1,'estas ?'
6,'si estoy'
7,'se ve lo que agregue ?'
7,'o le tengo que dar compartir ?'
6,'no tengo mucha idea del google docs'
7,'donde agregaste algo asi me fijo'
6,'yo tampoco, estamos todos igual'
1,'yo escribo directamente sobre el documento'
6,'en el primer parrafo agregue esto:'
6,'Para que esas experiencias pasadas y datos se conviertan en conocimiento necesitan ser procesados y analizados a través de métodos estadísticos complejos.Algunas de esas técnicas son: razonamiento basado en casos, redes neuronales artificiales, clasificadores bayesianos, regresión logística multivariante, entre otras.'
7,'lo ves ?'
3,'sisi se ve'
1,'buenisimo'
6,'cuando modificas el tp se ve en tiempo real'
6,'sisi, yo veo cuando vos escribis'
6,'pero no tenia idea si pasaba lo mismo conmigo'
3,'si al principio tenia la misma duda'
6,'estuve buscando algo como para responder la pregunta 3 pero no encuentro nada'
6,'mira , yo creo que esa pregunta es mas de opinion y no tanta investigacion'
5,'y lo que yo creo.. es que'
5,'claro osea en mi opinion es que si se puede'
7,'pero no se muy bien como fundamentarla'
6,'para dominio pequeño , prolog anda perfecto..'
6,'el tema es cuando hay grandes cantidades de datos'
5,'claro el problema es cuando el dominio crece'
6,'y ahi es cuando prolog nose si tomaria una desicion correcta, en un tiempo relativamente bueno'
6,'mas que nada por como es el motor de prolog basado en backtracking'
5,'para mi es un " depende"'
3,'claro sisi pienso igual, no habia tenido en cuenta lo del motor de prolog'
5,'esa seria una buena respuesta depende del caso podria serlo para volumenes pequeños de datos'
3,'claro , en una base con 10 hechos prolog anda joya'
10,'pero la realidad no es esa..'
4,'si claro, bueno voy a tratar de dar una respuesta con lo que tenemos por ahora y lo dejo como sugerencia y a medida que lo veamos todos decidimos que le falta y de mas'
3,'dale'
7,'Chicos no encuentro en el doc donde explican si Prolog se puede utilizar para aprendizaje de maquinas... Lo escribieron al final ?'
4,'Si quieren podemos hacer un llamado hoy mas a la noche... coordinar mas o menos si todos podemos? como para pegarle !una finiquitada'
5,'Supongo que si nos dejan usar el hangout podemos usarlo para conferencia tambien y no solamente como chat'
6,'no, no lo escribi nada porque tengo muchas dudas sobre si se puede o no utilizar prolog para programar aprendizaje automatico'
5,'Poder se puede seguro'
9,'claro pero el tema es fundamentarlo y no se como'
6,'encontre algo leyendo anoche, de uno que habia hecho aprendizaje automatico en prolog ahora paso el link asi si estamos todos de acuerdo ponemos eso'
6,'yo encontre ejemplos en ingles de programas ML hechos en prolog'
6,'http://www.cs.ccsu.edu/~markov/ccsu_courses/mlprograms/'
6,'parece que se usaba'
6,'pero hace años..'
1,'haber que dice'
6,'yo encontre esto'
6,'http://programacionlogica.blogspot.com.ar/2005/11/algoritmo-de-aprendizaje-id3.html'
6,'es un algoritmo de ML en prolog, el articulo es del 2005 pero el algoritmo es del 79 creo'
1,'a ver'
1,'Chicos'
7,'quien esta online?'
7,'que la tenga atada con el ingles ?'
1,'Ahi te veo Balta'
1,'Ea!'
8,'chicos damos como resuelto el tema de la pregunta uno y nos enfocamos en la 2 y 3?'
8,'estan de acuerdo con la definicion a la que llegamos'
5,'Me parece que se nos hizo un toque extensa, pero me gusta. Esta bastante con nuestras conclusiones'
10,'no es que es copy&paste'
6,'claro aparte la fuimos formando entre todos, si capas nos fuimos un poco a lo que eras sus tecnicas y eso. pero en si es como una definicion y amplia un poco mas'
4,'Dejemosla por ahora asi, una vez que tengamos todo mas o menos armado vemos si podemos juntarnos todos a la misma hora aca en hangout y pegarle un cierre para entregar'
3,'dale joya'
3,'Dale, queda asi.'
4,'Chusmen lo que pegué arriba de los mails de cada uno.'
11,'Esta complicado explicar estos ejemplos de mierda.'
11,'O por lo menos más de lo que crei que iba a ser.'
6,'es que una "rama" es muy general, capaz elegir una rama mas facil'
6,'por ejemplo Mineria de Datos'
6,'es mas facil'
5,'creo'
6,'Hoy voy a rendir el recuperatorio (juaaa)'
7,'aprovecho y les pregunto a ver si son 3 ramas o tiramos 3 aplicaciones concretas'
1,'Yo voy a intentar hacer un miti y miti con el tema juegos.'
6,'Termine haciendo de Mineria de datos...'
1,'baltasar estas ?'
6,'estuve buscando imagenes de alguna aplicacion de ML en medicina pero no encontre nada, para las otras categorias si encontre y ya las coloque en el documento'
4,'Che pero necesitabamos poner 3 nomas y estamos poniendo 4'
6,'Hasta ahora tenemos'
6,'Juegos, Medicina, Mineria de Datos y Robotica'
6,'si mejor igual, dice como minimo 3 osea que si explicamos alguna mas mejor'
3,'a tenes razon, dice "al menos 3"'
5,'claro mejor todavia si ponemos mas igual para mi esta bien ahi, explica el como se utiliza ML en el area y a su ves hay ejemplos de aplicaciones especificas'
9,'lo que no puedo encontrar es aplicaciones en medicina osea no encuentro nada'
6,'testvirtual.flacso.org.ar/course/view.php?id=1219'
7,'que es?'
6,'aplicacion de machine learning para el diagnostico de cancer'
7,'pero esta in english?'
6,'aa joya porque me pide usuario y contraseña'
1,'ahora ds delmedio dia saco algo de texto (bien cortito)'
1,'como para poner de ejemplo'
1,'y una imagen que hay(de un arbol de toma de decisiones)'
6,'y listo'
5,'joya dale asi ya quedaria completo esa parte por lo menos para mi ya estaria bien'
1,'hay alguien ?'
6,'si yo estoy'
1,'como est?as'
6,'todo tranquilo aca buscando algo de info para completar el punto 3'
1,'vos?'
1,'biien todo tranqui,'
8,'vi que estuvieron hablando con pablo , hacemos alguna aplicacion mas ?'
6,'mejor asi, estuve viendo lo de medicina y esta bien pero le faltaria aulguna aplicacion especifica como la de las demas ramas'
4,'podriamos hacer una mas como para que quede mas completa'
8,'cual decis de hacer?'
8,'decis un ejemplo en diagnostico ?'
8,'o en genetica?'
5,'de cualquiera de los dos'
6,'con uno bastaria'
3,'bueno dale , mira no los puse, xq me parecieron bastante triviales'
5,'creo que pablo habia encontrado uno de diagnostico de cancer con ML pero no pude abrir el link'
5,'en diagnostico es facil,'
6,'es simplemente, un paciente va al medico con ciertos sintomas , y ML asiste al medico en cuanto a la posible enfermedad , dado los pacientes anteriores y las decisiones que se tomaron .'
6,'basicamente es eso.'
4,'claro sisi eso es mas o menos lo que esta en la explicacion, pero yo me refiero a un programa en particular y como este utiliza ML para llegar a su objetivo'
6,'por ejemplo en robotica puse Icub que es un robot que utiliza ML, en juegos puse TD-Gammon que juega backgammon utilizando ML y en mineria de datos puse Azure de microsoft que usa ML'
8,'a eso me refiero no se si se entiende'
3,'aaah okaa'
5,'una aplicacion bien explicita !'
4,'claro como para que se va en donde actua lo explicado antes'
1,'dale perfecto, busco algo'
3,'dale joya'
11,'yo estoy buscando pero no encuento nada jaja'
6,'http://canuelasya.com.ar/?accion=nota&id=1027&titulo=Desarrollan%20software%20que%20podr%C3%ADa%20anticipar%20ataques%20card%C3%ADacos'
6,'fijate, ahi encontre algo de ataques cardiacos y un sistema que puede prevenir utilizando ML'
4,'joya sisi esta bueno, lo mandamos nomas'
7,'perteneceria a diagnostico no?'
6,'claro'
3,'joya , dale'
1,'en un rato lo hago'
3,'dale dale joya'
4,'despues pegale una leida a lo del punto tres si podes, esta medio corto pero es una base para ampliar'
3,'sisi eso estuve haciendo'
6,'tengo que leer lo que puso pablo en ingles , potr wue si no no entiendo una'
11,'uuh , bardie , me entendiste?'
3,'si entiendo jaja'
6,'yo lo lei pero entendi por arriba lo de las tres falencias de Prolog'
1,'dale ,desp le pego una buena leida'
3,'dale joya entonces'
7,'Donde anda la fecha de entrega? Que lo eliminaron de la pagina.'
7,'Era ANTES del 22? O el 22 inclusive.'
6,'Hasta el 22 a las 18 ha hay tiempo para entregarlo'
11,'Que idiota, acabo de ver que la tabla del sabado llega hasta las 17.'
4,'Si igual estaria terminarlo hoy o mañana a mas tardar para no andar a las apuradas el sabado'
3,'Si mas vale, aparte un sábado es una paja.'
6,'Por lo que estoy viendo en la tabla de los horarios, hoy esta bastanta complicado.'
5,'Para mi que estaria bueno madrugar mañana y liquidarlo,'
3,'Si aparte mas o menos ya esta, si la mayoría o después de las 23 o sino mañana a la mañana'
3,'Si de una si nos ponemos tempra mañana lo terminamos si falta hacer un par de ajustes nomas el punto uno y dos para mi están bien'
4,'Faltaría agregar algo mas en el 3'
3,'Bien, quedamos en eso.'
9,'A ver como les avisamos a los demas.'
1,'Tiro un mensaje al chat.'
6,'Si Pablo y Juan creo que pueden a la mañana, yo puedo asi que si vos podes faltaría nadia nomas'
11,'Nadia? jaja quien la conoce.'
11,'Na, pero no va aparecer, es obvio.'
6,'Ayer apareció hizo la parte de el área de juegos en las aplicaciones de ML'
1,'Ni me fije, bien ahi.'
6,'Ahi escribi un mensaje en el DOC.'
3,'Sisi, joya!'
1,'Escribo tu confirmado'
3,'Sisi yo mañana a la mañana me conecto temprano no hay drama'
4,'GENTE CHUSMEN EL DOC QUE DEJAMOS UN MENSAJE PARA JUNTARNOS MAÑANA Y LIQUIDARLO. CONFIRMEN.'
1,'Buen día gente.'
4,'usemo el chat de gmail'
11,'(re ortiva)'
1,'Buen dia'
3,'Se, posta.'
1,'buenas'
1,'buenas buenas'
1,'como estas?'
1,'Buenas buenas'
1,'buenassss!!'
1,'hola!!!!!!'
1,'Hola hola'
1,'somo un parrr'
8,'che quieren armarlo mas como un informe?'
4,'le vamos poniendo titulos y le sacamos lo que es 1, 2, ...'
3,'Dale, ni idea yo le mande los numeros para identificar que cosa respondia que, pero si se puede armar todo junto lo hacemos mas tipo informe'
6,'si, estaba en eso de borral las cosas que no vamos a usar, como las tablas que pusimos para ver a que hora podiamos todos'
3,'dale dale'
3,'buenisimo'
1,'buenas'
1,'buenas juan'
1,'como estan ?'
1,'disculpn me doprmi un toque'
7,'che, rapido que puedo ir haciendo?'
6,'le estabamos dando formato'
1,'voy viendo algo de la 3'
6,'yo lo lei todo recien como para revisar coherencia'
1,'buenisimo'
5,'me parecio bastante bien'
5,'no me convence la 3ra, la parte de las falencias creo que me quedo traducida medio pedorro'
2,'jajajaj'
7,'Cual es la 3ra parte? Yo veo 2.'
4,'dps tendriamos que ver si le ponemos que serviria mas de forma didactica para Machine Learning o asi como est alo dejamos'
6,'esta en el texto en ingles'
6,'mas arriba'
2,'jajajaj'
2,'jaja, si, pense que la habian tirado en castellano.'
11,'No me convence como está encarado el punto 3, en decir que hay caracteristicas claves de las cuales carece prolog y terminar diciendo que al final si se puede.'
6,'pasa que arranque y interprete "Prolog no tiene restricciones de nombre unico" y me entro la duda de si la tiene o no... y a partir de eso ya no sabia bien si iba a interpretar bien o no el texto en ingles'
6,'por eso no lo traduje'
5,'mira , yo creo la tercer pregunta es mas que pensamos nosotros y tratar de justificarlo con lo que nosotros sabemos de prolog'
5,'y de machine learning , pero sin entrar en demasiadas cosas especificas , que capaz que no tenemos idea'
4,'Claro pero siento que para eso deberiamos saber mas de Machine Learning a nivel de aplicarlo... como para deducir si prolog sirve o no'
6,'como servir sabemos que sirve'
6,'pero como decian en los comentarios'
3,'Si, eso seguro.'
3,'claro, si pienso igual que pablo, para poder saber si sirve para implementar ML deberiamos saber mas sobre machine learnig'
6,'pero si ya hay algoritmos de ML hechos es prolog es algo asi que para mi como poder se puede'
6,'pero si despues vemos que hay limitacion y en el texto en ingles dice que depende de las habilidades del programador el poder implementar ML en prolog'
6,'che ahi traduje la tercera caracteristica, se entiende, es como las reglas en lenguajes que tenes que ir de expresion a termino de termino a factor, y asi, para ir armando la expresion'
1,'si ahi la lei'
2,'cuando la leo en castellano la entiendo mejor jajaj'
2,'jajaja'
2,'jajaj'
5,'ahora se entiende'
2,'jajjaa joya'
1,'Se, quedo bueno.'
4,'tenemos que tener fe en que el que escribio ese texto en ingles sabia lo que decia'
5,'igual viendolo mas o menos cierra'
6,'es que tiene sentido, se puede, pero tenes que tener una habilidad terrible para detectar todos los posibles casos para escribir todas las reglas necesarias'
6,'yo estoy con el compilador, y es lo mismo, que tenes que escribir todas las reglas'
2,'jajaja'
5,'si, a mi me cierra.'
11,'Claro, se hace medio tedioso tener en cuenta todas las alternativas como para que al algoritmo funciono bien'
8,'No les convence un giro de parrafos en el punto 3?'
8,'Empezar diciendo que es posible y despues numerando las contras del lenguaje?'
3,'a si si'
5,'capaz haciendo enfasis en esto que mencionamos'
7,'decis poner primero el que se puede pero no es lo mejor y dejar las carencias abajo?'
4,'que se puede pero dependiendo mucho en la habilidad del programador'
3,'claro'
3,'sisi'
3,'es buena'
6,'ya que prolog tiene estas desventajas, que hacen tedioso el lograr una programacion declarativa'
4,'pero sino rellenamos la conclusion'
3,'sisi quedaria mucho mejor asi'
6,'Claro, sino al leerlo te da la idea de que no se puede.'
8,'quieren que haga una portada?'
3,'Dale nomas!'
6,'pegue la consigna abajo del todo'
4,'la consigna sino la podemos meter en la primer pagina antes que el informe'
9,'che los "links de referencias"'
9,'eso va como nota al pie o referencia , no puede ir en medio del texto'
3,'ah tambien'
3,'Si, ahi lo estaba sacando.'
6,'Alguien lo agrego a links de refencia ya.'
6,'un numerito y abajo de la page , mandamos los links'
6,'si yo los agregue ya les puse numero y todo'
3,'dale'
8,'quieren que limpie un toque el doc con lo qe sirve y no ?'
8,'y despues bibliografia? y mandamos todos los links que consultamos ?'
3,'si si, ya limpiemos, todo lo que sea referencia lo vamos metiendo al final'
6,'ahi lo baje como pdf , para ver como queda'
1,'agrego los numeros de las respuestas'
6,'xq la tercera aparece de la nada'
4,'o de ultima mandemosle un titulo'
4,'hay que ponerle titulo'
8,'Machine learning en Prolog ??'
8,'es muy berreta ?'
3,'De one!'
2,'jajaja'
3,'perfect'
3,'(Y)'
2,'jajaja joya te lo deja a la imaginacion'
7,'pero con el signo de pregunta ??'
10,'no no'
1,'es muy buena jajaj'
6,'che en la consigna decia como habia que mandar el mail'
2,'jaja'
7,'alguien la guardo?'
3,'si'
10,'no'
4,'pero esta en las versiones'
2,'jajaja'
1,'a ver'
1,'ahi lo rescato'
6,'es el mismo mail , x el qe te mandaron el tp'
6,'es el mail de la catedra'
1,'ahi lo pegue en al aprte dela consigna'
3,'joya'
7,'o no lo ponemos? no seria parte de la consgna eso tambien ?'
10,'no interesa'
6,'no cambia digo'
4,'mandalo si queres'
6,'ahi le saque la fecha limite que esta en la portada'
6,'che , lo pase a pdf para ver que onda...'
8,'y como queda ?'
6,'y cuando lo pase ,hay algunas cosas que hay que acomodar'
1,'lo acomodo'
6,'por mas que se ve mal en el doc'
6,'pero lo qe importa es el pdf'
8,'dale ?'
3,'si de una si nosotros tenemos que mandar el pdf nomas'
5,'igual ya es retoques finales'
4,'no se olviden de antes de mandarlo cambiarle el nombre al pdf'
6,'el nombre del tp es el de como te lo baja'
6,'T1-WG10'
11,'uh la re manquiee'
1,'che quedo bueno eh!'
6,'Ahi lo bajé en PDF y esta todo bien acomodado.'
1,'buenazo'
7,'Nos quedo joya el tp ?'
6,'hice una pequeña modif de redaccion en el 3'
11,'Mmm "carece de ciertas desventajas" me hace ruido,'
4,'carece de ciertas caracteristicas o "posee ciertas desventajas"'
2,'jaj'
5,'posee ciertas desventajas'
5,'posee de una'
4,'lo modificas ?'
2,'jaja'
8,'a ver ahi'
1,'Good good'
4,'decia de encarar por el lado de desventajas, y no de que carece de caracteristicas...'
3,'por eso'
8,'mira , esto ya es de puto .. pero en la portada , le saco el numero ?'
2,'jajaja'
6,'estaba viendo lo mismo'
6,'no se puede, aparece en todas'
6,'o en ninguna!'
2,'jaja'
2,'jajajaj'
3,'a ta'
8,'decis ponerlo a manopla'
2,'jajajajaj'
10,'lo croto jajajaj'
4,'hay que ponerlo antes del pie de pagina'
5,'sino nos caga la vida'
6,'es una boludes igual'
3,'si mal'
5,'digo no nos van a decir nada'
4,'pero ya que estamos'
4,'dejemosle el uno en la portadaaa!!'
3,'leeestoo'
1,'che me tengo que iir, una maasaa el tp'
3,'Dale, ahora lo mandamos'
5,'Dejemoslo para entregar a la noche igual'
11,'no se'
3,'Se, esta lindo.'
7,'por si flashamos algo'
8,'o a fue?'
1,'sin apuros'
11,'waiit'
6,'de ultima se lo hago leer a alguien mas , y que me diga si ve errores de redaccion..'
8,'si ?'
5,'Por mi sale con fritas,'
5,'a la noche mas tardar eso ya esta listo'
5,'para mi esta joya tambien pero si prefieren esperar me da igual'
4,'alguien quiere mandarlo ?'
1,'yo no tengo problema , si quieren hago el chequeo y lo mando'
3,'Dale'
3,'dale si de una'
1,'buenisimo!'
1,'yo m hago cargo'
1,'listo!'
1,'Perfecto,'
1,'Che Adrian'
6,'fuiste al recu ?'
6,'eu, guachines. Nada que ver con nada, pero pensaba dar algoritmos I el 19 de diciembre, alguien está re solari como yo y le pinta estudiar conmigo?'
6,'sisi fui, nose que onda'
2,'jajaja ya entramos a salir con cualquiera'
5,'el uno era una papa y el dos creo que tambien'
2,'jaja'
11,'el tres me la volo jaj'
11,'jajajaj me paso igual pero bueee spero no haberle errado'
5,'te mandas una sola cagada y fuiste'
7,'?'
5,'excepto en el 3, que ese no importa par anada'
11,'si yo espero haberla pegado ja'
5,'Che no se olviden de la consulta de Baltasar por algoritmos I'
2,'yo paso que ya meti por suerteeeeee'
1,'a no lo vi, yo tmbien ya la di pero suerte tambien'
11,'Si, ya la metieron todos. Que pija, como la colgue.'
8,'flashe con lo de dinamica, creo que era de algoritmos 2 ?'
1,'me fui! saludos'
1,'muchachooos ahi lo maando !'
3,'Dale Juan mandalo nomas!'
3,'sisi man'
1,'Buena!!!'
1,'Che un gusto laburar con ustedes che!'
1,'salio todo Piolanga'
1,'Ahora a organizarse con el otro grupo por el juegoooo!! jajaj'
1,'Igualmente pablito, aunque ni te conosca jaja una masa el grupo 10 ! un gusto!'
1,'Igualmente viejo y para el resto tambien'
1,'un gusto'
1,'Si, genial el grupo. Suerte con los que vienen!'
1,'Un gusto chicos! De diez el grupo'
6,'Hola chicos, para los que no pudieron ir a la última teoría de la materia, les envié un link sobre un apunte de Aprendizaje de maquinas para que puedan tener una idea de lo que se está preguntando.'
6,'Los sistemas que aprenden son sistemas capaces de optimizar un criterio de desempeño usando datos de ejemplo o experiencia pasada.'
6,'Se dice que un programa aprende de una experiencia E con respecto a una clase de tareas T y medida de desempeño P, si su desempeño en las tareas en T, de acuerdo con la medida P, mejora con la experiencia E.'
6,'Una forma sencilla de explicar la principal ventaja del aprendizaje de máquinas:'
6,'“Encontrar un error en un programa, y arreglarlo, hará que el programa funcione correctamente hoy.'
6,'Hacer que el programa encuentre el problema y lo arregle, hará que el programa funcione bien siempre”'
6,'Esto último lo encontre en una página, capaz que esta bueno para entenderlo.'
5,'Perfecto, está muy buena la info, coincidimos en que se basa en experiencias pasadas para mejorar el desempeño de las tareas futuras.'
4,'Si quieren ya podemos ir armando una respuesta en base a lo que averiguamos.'
8,'Que opinan?'
3,'Dale dale, joya.'
4,'Entre lo que tenemos vamos haciendo un rejunte y poniendo también con nuestras palabras lo que entendimos.'
