@relation chat

@attribute class_reaccion {positiva,negativa,pregunta,respuesta}
@attribute class_area {socio-emocional,tarea}
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
respuesta,tarea,'pero me sonar a que ser uno problema concreto , hacer uno modelá con i y lo solucionar ',2,0,2,3,4,2,3,0,1,1,0,0
respuesta,tarea,'pero no haber necesidad de que estar todo conectar ',0,1,1,1,3,0,2,0,1,0,0,0
respuesta,tarea,'pero no poder todo hacer todo , por mas que no estar en el mismo instante ? ',1,2,2,1,3,1,3,0,2,2,0,0
respuesta,tarea,'pero para ir deducir alguno definición ir intentar distinguir bien entre uno y otro ',0,1,1,1,5,2,2,0,2,0,0,0
respuesta,tarea,'pero querida armar tipo uno oración que lo mencionar antes ',1,1,1,2,2,2,1,0,0,0,0,0
respuesta,tarea,'por ah ese ser mas de implementación ',0,1,0,1,1,1,1,0,2,0,0,0
respuesta,tarea,'por ah ese q decir se podrir utilizar con mongola ',1,0,0,2,2,2,1,0,2,0,0,0
respuesta,tarea,'por el que entendió lo hacer ver si hacer machina ',0,0,1,2,3,2,1,0,1,0,0,0
respuesta,tarea,'por el que leu y el que decir en ese libro se poder , pero no funcionar para todo , haber mucho caso que no funcionar yaqui no poder razonar igual que uno persona y en ese caso fallar ',0,4,6,5,8,5,5,0,4,2,0,0
respuesta,tarea,'por mi seguir con el demás . si después ver que se poder agregar algo mas lo hacer ',0,1,2,0,5,4,3,0,2,1,0,0
respuesta,tarea,'por decir q impracticable probar caso por caso ',1,0,0,3,2,0,1,0,1,0,0,0
respuesta,tarea,'por ser más o menos el definición ',0,2,1,2,1,0,1,0,0,0,0,0
respuesta,tarea,'por tamil agregar ese a el principio capaz q tendríamos q esperar a q leer ',2,0,1,3,4,3,0,0,2,0,0,0
respuesta,tarea,'porque el utilidad de este ser cuando haber poco cosa que se repetir mucho , y ese ser a el rever ',0,1,3,3,4,4,3,0,2,1,0,0
respuesta,tarea,'porque nadie querer seguir ',0,0,0,0,2,1,1,0,0,0,0,0
respuesta,tarea,'porque quedar como que el 4 paso ser de el aprendizaje incremental ',1,0,2,2,2,0,3,0,1,0,1,0
respuesta,tarea,'porque se me hacer mas machina clearing que dB ',1,0,0,1,2,2,3,0,0,0,0,0
respuesta,tarea,'poner el que sincera_mente creer ',0,1,1,0,2,1,0,0,0,0,0,0
pregunta,tarea,'que irisan antecede . . en resumen y listo ',1,0,0,1,1,0,2,0,2,2,0,0
respuesta,tarea,'quedar joya ya este ',0,1,1,1,1,0,0,0,0,0,0,0
respuesta,tarea,'quedar muy bien explicar ',0,2,0,0,2,0,0,0,0,0,0,0
pregunta,tarea,'se me ocurrid algo así para el 1 pero nos que le parecer ... ',0,0,1,3,1,5,1,0,1,1,1,0
positiva,socio-emocional,'si a mi teme ',0,0,1,1,0,0,1,0,1,0,0,0
positiva,socio-emocional,'si ah estarza creer ',1,0,0,1,1,0,1,0,0,0,0,0
positiva,socio-emocional,'si calcular que si ',0,0,0,0,1,0,3,0,0,0,0,0
positiva,socio-emocional,'si creer q si ',0,0,0,0,1,0,3,0,0,0,0,0
positiva,socio-emocional,'si riego y batial también poder si ',0,0,0,2,2,0,3,0,0,0,0,0
positiva,socio-emocional,'si estarza bien agregar ese ',1,1,0,0,1,1,1,0,0,0,0,0
positiva,socio-emocional,'si el de el nene este bien ',0,0,3,2,0,0,1,0,1,0,0,0
positiva,socio-emocional,'si , me dormir pero seguir así lo terminar ',0,0,0,1,3,2,2,0,0,1,0,0
positiva,socio-emocional,'si para mi si ',0,0,1,0,0,0,2,0,1,0,0,0
respuesta,tarea,'si pero igual todo hacer el uno ',0,1,1,0,1,2,2,0,0,0,0,0
positiva,socio-emocional,'si posta ... ',0,0,0,1,0,0,1,0,0,1,0,0
pregunta,tarea,'si quedar bien , no se si habré que entrar uno poco mas entretalle o ya estarza ',1,4,1,1,2,2,5,0,0,1,0,0
respuesta,tarea,'si querer hacé lo y después ver , recordar que uno programa basar en regla que se modificar a si mismo no ser car ',1,2,1,2,7,4,4,0,2,1,0,0
respuesta,tarea,'si uno libro te respaldar este bien , yo creta que no se podio ',0,1,2,2,3,3,2,0,0,1,0,0
positiva,socio-emocional,'si yo encontró el mismo ',1,0,1,0,1,1,1,0,0,0,0,0
respuesta,tarea,'si , pero para mi faltaría desarrollar uno poco el persona con el síntomas que este muy bueno el ejemplo ',2,1,6,3,1,2,2,0,2,1,0,0
respuesta,tarea,'si , pero uno de el ejercicio de el practicar 3 ser uno base de dato de sinónimos ',0,0,3,4,2,1,2,0,4,1,1,0
respuesta,tarea,'sir manda lo así ',0,0,0,2,1,1,0,0,0,0,0,0
respuesta,tarea,'sino haber poner q andar pero fallar si el base de dato ser muy grande pi prologá no lo soportar ',1,2,1,4,6,1,4,0,1,0,0,0
positiva,socio-emocional,'siso creer q si ',0,0,0,1,1,0,2,0,0,0,0,0
positiva,socio-emocional,'siso ',0,0,0,1,0,0,0,0,0,0,0,0
positiva,socio-emocional,'siso ',0,0,0,1,0,0,0,0,0,0,0,0
respuesta,tarea,'también leu 2 ',0,0,0,1,1,0,0,0,0,0,1,0
positiva,socio-emocional,'todo de acuerdo y contento ',1,0,0,1,0,1,1,0,1,0,0,0
respuesta,tarea,'uno traductor también ',0,0,1,1,1,0,0,0,0,0,0,0
respuesta,tarea,'ir por el 2 ? ',0,0,1,0,1,0,0,0,1,1,1,0
pregunta,tarea,'ir tirar linear en el 2 ? ',0,0,1,0,3,0,0,0,1,1,1,0
pregunta,tarea,'y después pasar lo ? ',0,1,0,0,1,1,1,0,0,1,0,0
respuesta,tarea,'y en el 3 sincera_mente creer que se poder , por como ser prologá , aunque no creer que ser algo fácil de realizar ',2,3,1,0,6,1,5,0,3,2,1,0
respuesta,tarea,'y hacer uno mergo con el que tener uno respuesta correcto ',1,0,3,1,3,1,1,0,1,0,0,0
respuesta,tarea,'y el de el etapa iris en el uno me parecer ',1,0,3,1,1,2,1,0,2,0,0,0
negativa,socio-emocional,'y el buchones porque yo no poder deshacer el que usted hacer , sotavente poder ver el revisión historiá y quién modificar qué cosa ',0,2,4,4,6,4,3,0,0,1,0,0
pregunta,tarea,'y se parecer a el aprendizaje de maquinar ? ',0,0,1,1,2,1,1,0,2,1,0,0
respuesta,tarea,'ya estarza para mandar lo parecer ',1,1,0,0,2,1,0,0,1,0,0,0
respuesta,tarea,'yo crea que buscar uno hecho o regla que macheara , y de todo se quedar con el mejor ( ese calcular que con uno heurística o algo ) ',1,1,3,3,4,6,5,0,3,3,0,0
respuesta,tarea,'yo creer q si ',0,0,0,0,1,1,2,0,0,0,0,0
respuesta,tarea,'yo creer leu ser bastante cortina , porque ser el que general_mente hacer nosotros con problema en el vida cotidiano ',2,2,2,3,4,3,1,0,2,1,0,0
pregunta,tarea,'yo estar terminar de leer uno cosa ',0,0,1,1,3,1,0,0,1,0,0,0
positiva,socio-emocional,'yo lo mandar si querer ',0,0,0,0,2,2,1,0,0,0,0,0
positiva,socio-emocional,'yo no tener casi nada de drama de horario este semana ',0,2,1,3,1,2,0,0,2,0,0,0
respuesta,tarea,'yo no tener más que aportar , creer que sí pero no poder probar lo por más papera que leer , y no ir a hacer uno código ',0,6,1,2,8,2,5,0,2,2,0,0
respuesta,tarea,'a ese me referir con el de prologá bla bla ',0,0,1,1,1,2,0,2,3,0,0,0
respuesta,tarea,'a ver así , mirar ',0,1,0,0,2,0,0,0,1,1,0,0
respuesta,tarea,'acuerden se ',0,0,0,0,1,1,0,0,0,0,0,0
respuesta,tarea,'ah en el documento que linee haber uno ejemplo de como lo usar para detectar problema con uno foto dar ',0,1,3,4,5,2,1,0,4,0,0,0
respuesta,tarea,'ahora estar leer este : https://stackoverflow.com/questions/18822489/is-prolog-not-considered-an-artificial-intelligence-tool ',0,1,0,0,2,1,0,0,0,1,1,0
respuesta,tarea,'analogía , significar comparación o relación entre varios razón o concepto ; comparar o relacionar 2 o más ser o objeto , a_través_de el razón , señalar característica general y particular , generar razonamiento basar en el existencia de semejanza entre este , aplicar a uno de ellos uno relación o uno propiedad que estar clarimento establecer en el otro . ',2,2,7,14,9,4,7,0,8,7,1,0
respuesta,tarea,'así que nada , solo quedar el 3 y ya poner todo el que se / creer , poder borrar lo , sacar lo , editar lo , el que querer ',0,3,4,0,8,8,1,0,0,6,1,0
respuesta,tarea,'bien , para el 2 ) leu que este técnica se poder usar para minerva de dato y procesamiento de lenguaje natural ',1,1,2,6,2,2,1,0,4,2,1,0
respuesta,tarea,'buen_is_i_m_o , y en el w_i_k_i_pedia teme decir de el modelo de negocio y de educación a distancia ',1,1,2,5,1,0,2,0,5,1,0,0
respuesta,tarea,'bueno , si se querer sacar el gana , leen en el sikh : https://en.wikipedia.org/wiki/case-based_reasoningcomparisons ton oteé ethos ',0,0,2,6,3,1,1,1,1,3,0,0
respuesta,tarea,'cuando descubrir que uno caso no ser útil para el problema actual , aprender por falla . ',2,1,2,3,3,0,2,0,2,2,0,0
respuesta,tarea,'y ese con prologá quizás se podrir hacer con rail , detectar que caso explicitar fallar ',1,0,0,4,4,2,2,0,2,1,0,0
respuesta,tarea,'de acá dieno : http://campusv.uaem.mx/cicos/cicos2009/imagenes/memorias/6tocicos2008/Articulos/articulo11.pdf ',1,0,0,1,0,0,0,0,1,1,1,0
respuesta,tarea,'de w_i_kip_e_i_a ',0,0,0,1,0,0,0,0,1,0,0,0
respuesta,tarea,'riego , ahí acomodar el de arriba porque no se estar decir qué se modificar y de dónde se sacar ',0,3,1,1,5,5,2,0,2,1,0,0
respuesta,tarea,'el aprendizaje de maquinar usar uno base de dato , pero tener caso especifico . ',1,0,2,4,3,0,1,0,2,2,0,0
respuesta,tarea,'este tema nuevo relacionar dato obtener de experimento similar . ',2,0,1,3,2,0,0,0,1,1,0,0
positiva,socio-emocional,'no se si \" aprender \" como el machina clearing . ',1,1,1,1,1,1,2,0,0,3,0,0
respuesta,tarea,'costar explicar este ',0,0,0,0,2,1,0,0,0,0,0,0
respuesta,tarea,'el razonamiento basar en caso se basar en el forma de razonamiento humano , y el uso de el memoria . ',1,0,4,6,2,1,1,0,4,2,0,0
respuesta,tarea,'el memoria permitir relacionar el presente ',0,0,2,2,2,0,0,0,0,0,0,0
respuesta,tarea,'el tema ser q en prologá te ir a tirar uno si o uno no en el caso de ser uno situación igual a uno anterior . . si cambiar uno boquita te tirar uno no y en ese momento agregar todo otro vez y vas a tener situaciones muy parecer pero distinto ',3,3,11,8,9,3,7,0,7,2,0,0
respuesta,tarea,'en el cual se resolver nuevo problema basar en problema anterior que ser similar a este . ',3,0,2,2,3,3,0,0,3,1,0,0
respuesta,tarea,'en el grupo con el que hacer el 1 ny lo hacer , debatir todo y después uno escribid , no ser difícil ... ',3,2,3,2,4,4,1,0,2,3,0,0
respuesta,tarea,'en el lino que ojee de w_i_k_i_pedia haber uno ejemplo pero no ser orientar a el computación . ',0,1,3,4,4,1,1,0,3,1,0,0
respuesta,tarea,'en realidad todo el que ser relacionar a_ai le ir a sonar similar , porque ser campo que si no te meter entretalle ser muy parecer ',2,3,2,3,7,3,3,0,2,1,0,0
respuesta,tarea,'en w_i_k_i_pedia te tirar alguno en el 1 parrafeo ',1,1,1,1,1,2,0,0,2,0,0,0
respuesta,tarea,'ser como uno persona riego ',0,0,1,2,1,0,1,0,0,0,0,0
respuesta,tarea,'ser más fácil de escribir ',1,1,0,0,2,0,0,0,1,0,0,0
respuesta,tarea,'ser uno técnica de el inteligencia artificial que buscar solución a nuevo problema , de manera similar a uno persona . ',3,0,3,6,2,1,0,0,4,2,0,0
respuesta,tarea,'cuando uno persona deber resolver uno nuevo problema el 1 que hacer ser buscar en su memoria experiencia anterior que ser parecer a el actual y en ese momento establecer similitud y diferencia y combinar el solución dar anterior_mente para lograr uno solución nuevo . ',5,1,8,9,11,2,4,0,4,1,0,0
respuesta,tarea,'estar hablar con otro amigo y le pasar el mismo a su grupo . . ',1,0,3,2,3,1,1,0,2,2,0,0
respuesta,tarea,'figurar odie y fosé en el momento en que se perder todo el formato ',0,0,3,4,2,2,1,0,2,0,0,0
respuesta,tarea,'http://catarina.udlap.mx/u_dl_a/tales/documentos/msp/posada_t_n/capitulo3.pdf ',0,0,0,0,0,0,0,0,0,0,1,0
respuesta,tarea,'.url. ',0,0,0,0,0,0,0,0,0,1,0,0
respuesta,tarea,'.url. # di_basados_en_casos ',0,0,0,1,0,0,0,0,0,2,0,0
respuesta,tarea,'http://soda.swedish-ict.se/2478/1/T91_16.pdf en el pagá 22 ',0,0,1,1,0,0,0,0,1,0,2,0
respuesta,tarea,'http://soda.swedish-ict.se/2478/1/T91_16.pdf ',0,0,0,0,0,0,0,0,0,0,1,0
respuesta,tarea,'http://soda.swedish-ict.se/2478/1/T91_16.pdf ',0,0,0,0,0,0,0,0,0,0,1,0
respuesta,tarea,'http://www.academia.edu/2865916/Detecci\%C3\%B3n_de_impactos_mediante_razonamiento_basado_en_conocimiento_Aplicaci\%C3\%B3n_a_una_secci\%C3\%B3n_de_ala_de_avi\%C3\%B3n ',0,0,0,0,0,0,0,0,0,0,1,0
respuesta,tarea,'.url. ~ luge / a_i_final / codea / prolog . ex_s_he_ll . humo ',0,0,0,5,0,0,0,1,0,7,0,0
respuesta,tarea,'https://groups.google.com/forum/ # ! topic/comp.ai/pCDmCM8CjV8 ',0,0,0,1,0,0,0,0,0,2,1,0
respuesta,tarea,'igual_mente si querer , poder decir que el algoritmo de ny que se basar en inducción de regla se parecer a dB ',0,1,1,5,5,3,2,0,4,1,0,0
respuesta,tarea,'el definición de analogía en el logical ser uno toque distinto ',1,0,3,4,1,0,0,0,2,0,0,0
respuesta,tarea,'leu que usar uno metido heurístico para analizar uno caso ',1,0,2,3,2,1,0,0,1,0,0,0
respuesta,tarea,'le dar uno ejemplo para el 2 , el aplicación te teclado para el telefotos inteligente , que te ir armar el frase a_medida_que lo ir usar ',2,0,5,5,5,5,1,0,2,2,0,0
respuesta,tarea,'lo dejar uno toque mas bonito y le poner el 1 hoja controlar el nombre ',2,0,3,3,3,2,2,0,0,0,0,0
respuesta,tarea,'lo hacer re pegar ',0,0,0,1,2,1,0,0,0,0,0,0
respuesta,tarea,'el que tener de bueno , o a_diferencia_de el resto que se poder destacar de razonamiento basar en caso , ser que se basar en el ejemplo anterior para saber como actuar frentes uno nuevo , y si saber como hacer lo lo resolver , y lo guardar en su memoria . ',3,0,4,5,12,9,6,0,8,5,0,0
respuesta,tarea,'en otro creer que si no saber no lo resolver , o tener alguno mecanismo para poder deducir , o actuar frentes distinto circunstancia , a vez no arrancar con caso directa_mente , sino con premisa , o regla , o ejemplo contundente ',1,4,2,7,8,2,7,0,6,6,0,0
negativa,socio-emocional,'el problema de levantar me a el 6 ',0,0,2,1,1,1,0,0,2,0,1,0
respuesta,tarea,'me aparecían como q estar todo conectar abajo ... pero escribid y desaparecer ',0,1,1,1,4,1,4,0,0,1,0,0
negativa,socio-emocional,'me estar dormir también jajay y me tener q bañar todavía .smiley. ',0,0,0,1,5,3,1,1,0,1,0,0
respuesta,tarea,'mirar , segué este prologá es_rbc ',0,1,0,2,1,1,0,0,0,1,0,0
respuesta,tarea,'no te enroscar con ese , como definición ese a mi no me importar . ',0,2,1,1,2,4,1,0,2,2,0,0
respuesta,tarea,'ya saber que ser como uno persona que mirar problema resolver anterior tratar de resolver uno similar , y si lo resolver se lo acordar para poder utilizar lo en el futuro . . fin ',2,1,2,4,10,6,4,0,3,3,0,0
respuesta,tarea,'para el 2 estar pensar ir a el sencillo y con ejemplo no tan loco . ',2,2,2,1,3,0,1,0,3,1,1,0
respuesta,tarea,'para mi ah este , solo faltar poner que el similitud jugar uno rol fundamental ',1,1,4,3,3,0,1,0,1,1,0,0
respuesta,tarea,'para mi el relaciona con uno persona este bueno para dar uno ejemplo de el concepto . yo el usaría ',1,0,7,5,1,1,0,0,4,1,0,0
respuesta,tarea,'pero a el que ir ser que el solución uve le pasa ',1,0,2,2,2,2,2,0,1,0,0,0
respuesta,tarea,'pero el idea ser que si ser distinto adaptar la y agregar la adaptar ',1,0,1,1,5,2,4,0,0,0,0,0
respuesta,tarea,'pero no se cuando , si lo hacer antes o después_de tener el problema , que ser precisa_mente el que diferenciar a machina clearing con inducen rulés de car ',2,3,2,4,5,4,3,0,4,2,0,0
respuesta,tarea,'pero no saber si hache faltar poner ese ',0,1,0,0,4,1,2,0,0,0,0,0
respuesta,tarea,'poder decir que lo hacer mediante 4 paso ',0,0,0,1,3,1,1,0,1,0,1,0
respuesta,tarea,'por el sistema de agregar nota en cada punto poder andar bien , para \" debatir \" en mofo , pero todo a_la_vez ',0,2,2,4,4,1,1,0,5,4,0,0
respuesta,tarea,'por ese en otro articulo se decir que prologá no ser lo mas fuerte para implementar este tipo de razonamiento , si bien se poder no ser el mejor ',2,3,3,4,5,4,3,0,4,1,0,0
respuesta,tarea,'rolo ser uno lenguaje turno completo y servir más para ui que mucho lenguaje eh , osen te dar más facilidad ',2,2,2,5,3,1,2,2,1,1,0,0
respuesta,tarea,'que ser como que el base de dato lo ir crear incremental_mente con su propio solución ',1,1,2,3,3,1,3,0,2,0,0,0
positiva,socio-emocional,'recién poder conectar me , estar todo el din fuera_de casa , f mañana ir a estar en el mismo , pero si mañana se conectar todo a ese hora ir a tratar de estar . ',1,2,4,5,9,3,2,0,6,4,0,0
respuesta,tarea,'si en realidad ese ser el que leu en uno articular y des lo llevar a el inteligencia artificial como algo así ',1,0,3,5,3,4,3,0,3,0,0,0
respuesta,tarea,'sí , de hacer fu crear con intención de ser aplicar en el campo de el inteligencia_artificial , y machine_learning ser uno de el tanto manera de acercar se a el ui . ',0,1,5,7,6,2,1,0,8,3,0,0
respuesta,tarea,'el propiedad de meta_programación que tener rolo permitir desarrollar programa en prologá que en base a evento ( que este a su vez estar basar inconsecuencia de interpretar alguno tipo de información ) permitir modificar se a si mismo o incluso a otro programa en prologá . ',0,2,4,12,8,5,3,0,10,3,0,0
respuesta,tarea,'si , para mi habría que poner el que decir el ultimar lino , el 5.1 ',0,0,4,2,3,1,2,0,1,2,1,0
respuesta,tarea,'suponé te uno base de dato de uno hospital . ',0,0,2,3,1,1,0,0,2,1,0,0
respuesta,tarea,'bajo uno serie de caso con determinar síntomas se dar tal tratamiento con tal resultado . ',0,0,3,5,2,1,0,0,4,1,0,0
respuesta,tarea,'entonces el usuario que usar dB ingresar el síntomas y le retornar ese resultado posible . ',1,1,3,4,3,2,1,0,0,1,0,0
respuesta,tarea,'suponer que corregir frase con tiempo verbales y ese . . ',0,0,0,3,2,1,2,0,1,2,0,0
respuesta,tarea,'ver algo que ya paso ',0,1,0,1,1,2,0,0,0,0,0,0
negativa,socio-emocional,'tu , ese ser el que poner antes 2 vez , le agregar paréntesis nomás jajay ',0,2,1,3,3,3,0,1,0,2,1,0
respuesta,tarea,'y hacer uno puesta en comuna ',0,1,1,1,1,0,1,0,1,0,0,0
pregunta,tarea,'y pseudo_c_o_di_g_u_e_ando_lo ? ',0,0,0,1,0,0,1,0,0,1,0,0
respuesta,tarea,'ya haber decidir , nos juntábamos a este hora a debatir el respuesta que cada uno haber pensar para cada inciso ',0,1,4,2,7,2,1,0,3,1,0,0
pregunta,tarea,'yo encontró este de uno a tesis haber q le parecer ',0,0,1,2,2,4,0,0,2,0,0,0
respuesta,tarea,'yo ese frase ni lo poner ',0,0,1,1,1,2,1,0,0,0,0,0
respuesta,tarea,'pero si le gustar acomoden la ',0,0,0,0,2,2,2,0,0,0,0,0
negativa,socio-emocional,'yo no tocar nada , entre vos y josa figurar todo el edita , solo aparecer que riego poner uno imagen ',0,2,3,3,5,3,2,0,1,2,0,0
respuesta,tarea,'yo sacara lo de \" poder decir entonces ... \" ',1,1,0,0,2,2,0,0,1,3,0,0
respuesta,tarea,'yo usar memoria ',0,0,0,1,1,1,0,0,0,0,0,0
negativa,socio-emocional,'yo viajar el [V:??/??/??:??.??:??] , pero después tener disponibilidad dentoide todo ... ',0,1,1,1,2,2,1,0,1,2,0,1
pregunta,tarea,'ah pero quien agregar ese frase ? ',0,0,1,1,1,1,1,1,0,1,0,0
pregunta,tarea,'ah q hg ? ? ',0,0,0,1,0,0,1,1,0,2,0,0
respuesta,tarea,'bueno , esperar a ver que opinar el resto , si querer retocar algo , el escribid como el pensel jajay ',0,0,3,3,5,1,3,2,1,3,0,0
pregunta,tarea,'che , lo de el control de proceso de donde salir ? ',0,0,1,2,1,2,0,1,3,2,0,0
positiva,socio-emocional,'demostrá me lo jajay ',0,0,0,0,1,2,0,1,0,0,0,0
pregunta,tarea,'después cuándo ? ',0,1,0,0,0,1,0,0,0,1,0,0
pregunta,tarea,'donde ui significar inteligencia artificial no ? ',1,1,0,2,1,0,1,0,0,1,0,0
pregunta,tarea,'el q ser a el pedo leer de ese o agregar lo ? ',0,0,2,1,3,3,1,0,2,1,0,0
pregunta,tarea,'en el de el medicar vi decir poner algo como que se saber el enfermedad por ese mismo síntomas de otro enfermedad anterior de otro paciente poné le ',2,0,6,6,4,4,1,0,5,0,0,0
pregunta,tarea,'ese solución de donde salir ? ',0,0,1,1,1,1,0,0,1,1,0,0
pregunta,tarea,'ese lo guardar ? ',0,0,0,0,1,2,0,0,0,1,0,0
pregunta,tarea,'este ver el dock ? ',0,0,1,1,1,1,0,0,0,1,0,0
respuesta,tarea,'fijen se , en el parrafeo 3 , el ultimar oración que agregar ',0,0,2,2,3,2,0,0,1,2,1,0
pregunta,tarea,'hola dieno lo mandar ? ? ',0,0,0,1,1,1,0,1,0,2,0,0
positiva,socio-emocional,'jajay a ver ',0,0,0,0,1,0,0,1,1,0,0,0
positiva,socio-emocional,'jajajá a ver ',0,0,0,0,1,0,0,1,1,0,0,0
respuesta,tarea,'laura , si a vos te parecer bien el modificación q hacer , poner aceptar el cambio y listo ',1,1,2,3,4,3,2,0,1,2,0,0
pregunta,tarea,'no hacer el TP1 ? ',0,1,1,0,1,0,0,0,0,1,1,0
pregunta,tarea,'no poder borrar el chata y el catedral lo poder leer ? ',0,1,2,2,4,1,1,0,0,1,0,0
pregunta,tarea,'no se qué poner más de el que ya poner en el 3 ',0,3,2,0,2,3,0,0,2,0,1,0
pregunta,tarea,'perder todo el formato de el que hacer ',0,0,3,1,2,1,0,0,1,0,0,0
pregunta,tarea,'pero ese solución , quien solucionar ese antes ? ',0,1,1,1,1,2,1,0,0,2,0,0
pregunta,tarea,'que escribir ? ',0,0,0,0,1,0,1,0,0,1,0,0
pregunta,tarea,'quien estar rompiendo todo ',0,0,1,0,2,1,0,0,0,0,0,0
pregunta,tarea,'renco no estar no ? ',0,2,0,1,1,0,0,0,0,1,0,0
respuesta,tarea,'revisar si testen a ver si estar bien el q fraseamos ',0,1,1,1,4,1,2,0,1,0,0,0
pregunta,tarea,'todavía no dejar el trabajo no ? xi no lo encontrar en el paginar ',0,3,2,2,3,1,1,0,1,1,0,0
pregunta,tarea,'uno corrector de sintaxis serio dB ? ',1,0,1,3,0,0,0,0,1,1,0,0
pregunta,tarea,'usted lo releer todo ? ',0,0,0,0,1,3,0,0,0,1,0,0
pregunta,tarea,'vos decir el que este en rojo ? ',0,0,2,2,0,2,0,0,1,1,0,0
respuesta,tarea,'ah , pero si gateo viajar a el tarde y poder hacer lo antes también ',0,2,1,2,3,1,3,1,1,1,0,0
pregunta,tarea,'poder antecede el 5 ? para que estar todo decir ',0,0,1,0,3,1,1,0,2,1,1,0
pregunta,tarea,'ah lo acomodar haber si le gustar ',0,1,0,0,3,2,1,0,0,0,0,0
pregunta,tarea,'ahora esta a el pedo ? ? ? casi estar todo ',0,2,2,1,2,0,0,0,1,3,0,0
pregunta,tarea,'bueno el dejar ah y agregar el 4 etapa ? ',1,0,2,1,2,0,1,1,0,1,1,0
pregunta,tarea,'bueno tipo 7 poder ? ',0,0,0,1,1,0,0,1,0,1,1,0
pregunta,tarea,'bueno , le parecer mañana a el 5 de nuevo ? por el duda ',1,1,2,1,1,1,0,1,3,2,1,0
pregunta,tarea,'bueno , si querer poner ese y le ir agregar ',0,0,0,0,4,2,2,1,0,1,0,0
pregunta,tarea,'che cortar a el uno ? ',0,0,1,0,1,1,0,1,1,1,0,0
pregunta,tarea,'el 1 parrafeo y el 3 ser parecer , poder hacer uno de ese 2 ',2,0,3,1,4,1,1,0,1,1,1,0
respuesta,tarea,'el razonamiento_pasado en vasos ser uno técnica de resolución de problema que se apoyar en el premisa de que problema parecer tendrán solución semejante , basando se en el solución de problema anterior , mediante analogías , etcétera ',3,0,4,11,4,3,1,0,8,4,0,0
pregunta,tarea,'estar de acuerdo que ser uno paradigma no ? ',0,1,1,2,2,1,0,0,1,1,0,0
pregunta,tarea,'habría q poner las , q le parece ? ',0,0,0,1,2,3,1,0,0,2,0,0
pregunta,tarea,'habría q ver q decir bruno ',1,0,0,1,2,1,1,0,0,0,0,0
positiva,socio-emocional,'igual te querer , loquial pero te querer ',1,1,0,0,2,2,1,0,0,1,0,0
pregunta,tarea,'leste el q este en el dock ? ',0,0,3,1,1,1,0,0,1,1,0,0
pregunta,tarea,'le parecer conectar se de nuevo mañana a alguno horario para ver si nos poner de acuerdo y lo mandar ? ',1,1,0,3,5,4,2,0,4,1,0,0
pregunta,tarea,'le parecer mañana tipo 5 ? ',0,1,0,1,1,1,0,0,0,1,1,0
pregunta,tarea,'le parecer si lo ir escribir en el documento ? ',0,0,1,1,3,2,1,0,1,1,0,0
pregunta,tarea,'le quedar bien mañana a el 14hs ? ? ',0,2,1,0,1,1,0,0,1,2,1,0
pregunta,tarea,'el mando si queresa ',0,0,1,2,0,0,1,0,0,0,0,0
pregunta,tarea,'mas tarde poder ? ? ',0,1,0,0,1,0,1,0,0,2,0,0
pregunta,tarea,'no le parecer que este como redundante ese ? ',1,1,1,0,1,2,2,0,0,1,0,0
pregunta,tarea,'no se porque te pareció erróneo , si este mal lo cambiar ',1,1,1,2,1,3,2,0,0,1,0,0
respuesta,tarea,'no se poder adaptar para este trabajo ',0,1,1,1,2,1,0,0,1,0,0,0
pregunta,tarea,'nos q decir ',0,0,0,1,1,1,0,0,0,0,0,0
respuesta,tarea,'onset que para el 3 podrir ser que alcanzar con utilizar inteligencia artificial para hacer con avalo dB ',1,0,1,4,4,0,3,0,4,0,1,0
pregunta,tarea,'pero le parecer mal el de analogía ? ',0,1,1,1,1,1,1,0,1,1,0,0
respuesta,tarea,'podríamos usar el ejemplo de inteligencia artificial ',1,0,1,2,2,0,0,0,1,0,0,0
respuesta,tarea,'por ah lo poder hacer con uno memez y uno alpende ',0,1,2,2,2,1,1,0,2,0,0,0
pregunta,tarea,'que le parecer el de el niño ? ',0,0,2,1,1,1,1,0,1,1,0,0
pregunta,tarea,'se poder arreglar ese ? ',0,0,0,0,2,2,0,0,0,1,0,0
pregunta,tarea,'se poder borrar este chata después ? ',0,1,1,1,2,1,0,0,0,1,0,0
pregunta,tarea,'si queresa leer el que hacer y decí nos que te parecer ',0,0,1,1,4,3,3,0,0,0,0,0
pregunta,tarea,'si querer lo poner en el 2 ',1,0,1,0,2,1,1,0,1,0,0,0
pregunta,tarea,'uno diferencia en el matches no se podrir solucionar con caso similar ? ',1,1,2,4,1,1,0,0,2,1,0,0
respuesta,tarea,'y des poder llevar ese concepto a el inter artificial . . nos decir ',1,0,2,4,3,0,1,0,1,2,0,0
respuesta,tarea,'y das el demos lo leer y mejorar lo q le parecer ',0,0,1,2,3,4,2,0,0,0,0,0
pregunta,tarea,'y no poder adaptar lo ? ',0,1,0,0,2,1,1,0,0,1,0,0
